SQL_INJECION_DATA : [1, 'Кирилл', 'Козлов', 'Ярославль', '2024-06-08', '19:00:30']
SQL_INJECION_DATA : [514, 'Дмитрий', 'Петров', 'Махачкала', '2024-06-11', '11:44:03']
SQL_INJECION_DATA : [515, 'Егор', 'Зайцев', 'Нижний Новгород', '2024-06-12', '10:13:00']
SQL_INJECION_DATA : [516, 'Тимофей', 'Соловьёв', 'Казань', '2024-06-05', '19:50:08']
SQL_INJECION_DATA : [517, 'Юрий', 'Смирнов', 'Воронеж', '2024-06-17', '12:31:48']
SQL_INJECION_DATA : [518, 'Роман', 'Алексеев', 'Екатеринбург', '2024-06-13', '12:17:01']
SQL_INJECION_DATA : [519, 'Артём', 'Яковлев', 'Красноярск', '2024-06-11', '12:26:56']
SQL_INJECION_DATA : [520, 'Максим', 'Волков', 'Кемерово', '2024-06-03', '11:54:12']
SQL_INJECION_DATA : [521, 'Руслан', 'Фёдоров', 'Рязань', '2024-06-14', '11:19:58']
SQL_INJECION_DATA : [522, 'Максим', 'Смирнов', 'Новокузнецк', '2024-06-12', '12:17:27']
SQL_INJECION_DATA : [523, 'Олег', 'Кузнецов', 'Махачкала', '2024-06-08', '10:26:13']
SQL_INJECION_DATA : [524, 'Михаил', 'Смирнов', 'Ярославль', '2024-06-19', '12:34:16']
SQL_INJECION_DATA : [525, 'Олег', 'Фёдоров', 'Красноярск', '2024-06-19', '10:54:09']
SQL_INJECION_DATA : [526, 'Григорий', 'Захаров', 'Челябинск', '2024-06-05', '12:56:56']
SQL_INJECION_DATA : [527, 'Константин', 'Григорьев', 'Ульяновск', '2024-06-04', '13:29:36']
SQL_INJECION_DATA : [528, 'Владимир', 'Фёдоров', 'Воронеж', '2024-06-08', '10:51:34']
SQL_INJECION_DATA : [529, 'Виктор', 'Степанов', 'Ульяновск', '2024-06-19', '18:25:04']
SQL_INJECION_DATA : [530, 'Владислав', 'Семенов', 'Ижевск', '2024-06-03', '12:11:07']
SQL_INJECION_DATA : [531, 'Алексей', 'Макаров', 'Ульяновск', '2024-06-16', '14:43:51']
SQL_INJECION_DATA : [532, 'Александр', 'Яковлев', 'Новосибирск', '2024-06-20', '20:02:04']
SQL_INJECION_DATA : [533, 'Григорий', 'Яковлев', 'Иркутск', '2024-06-11', '17:29:11']
SQL_INJECION_DATA : [534, 'Михаил', 'Зайцев', 'Самара', '2024-06-11', '12:56:23']
SQL_INJECION_DATA : [535, 'Александр', 'Лебедев', 'Хабаровск', '2024-06-06', '20:57:38']
SQL_INJECION_DATA : [536, 'Иван', 'Петров', 'Тюмень', '2024-06-04', '15:05:51']
SQL_INJECION_DATA : [537, 'Александр', 'Алексеев', 'Махачкала', '2024-06-19', '18:41:45']
SQL_INJECION_DATA : [538, 'Константин', 'Орлов', 'Иркутск', '2024-06-12', '17:50:20']
SQL_INJECION_DATA : [539, 'Григорий', 'Никитин', 'Барнаул', '2024-06-18', '12:13:52']
SQL_INJECION_DATA : [540, 'Вадим', 'Яковлев', 'Ростов-на-Дону', '2024-06-17', '16:53:31']
SQL_INJECION_DATA : [541, 'Станислав', 'Яковлев', 'Омск', '2024-06-20', '19:50:43']
SQL_INJECION_DATA : [542, 'Алексей', 'Макаров', 'Владивосток', '2024-06-19', '20:57:26']
SQL_INJECION_DATA : [543, 'Александр', 'Яковлев', 'Москва', '2024-06-08', '12:33:33']
SQL_INJECION_DATA : [544, 'Борис', 'Егоров', 'Новокузнецк', '2024-06-15', '11:45:04']
SQL_INJECION_DATA : [545, 'Илья', 'Григорьев', 'Махачкала', '2024-06-15', '11:28:38']
SQL_INJECION_DATA : [546, 'Сергей', 'Соколов', 'Уфа', '2024-06-17', '15:08:14']
SQL_INJECION_DATA : [547, 'Егор', 'Григорьев', 'Оренбург', '2024-06-13', '10:49:02']
SQL_INJECION_DATA : [548, 'Иван', 'Волков', 'Москва', '2024-06-17', '13:29:49']
SQL_INJECION_DATA : [549, 'Артём', 'Кузнецов', 'Краснодар', '2024-06-09', '12:28:05']
SQL_INJECION_DATA : [550, 'Олег', 'Степанов', 'Уфа', '2024-06-10', '13:51:11']
SQL_INJECION_DATA : [551, 'Иван', 'Михайлов', 'Санкт-Петербург', '2024-06-14', '18:39:55']
SQL_INJECION_DATA : [552, 'Артём', 'Волков', 'Краснодар', '2024-06-20', '20:39:39']
SQL_INJECION_DATA : [553, 'Никита', 'Попов', 'Санкт-Петербург', '2024-06-08', '12:36:09']
SQL_INJECION_DATA : [554, 'Антон', 'Михайлов', 'Барнаул', '2024-06-07', '11:15:27']
SQL_INJECION_DATA : [555, 'Роман', 'Егоров', 'Волгоград', '2024-06-20', '19:16:02']
SQL_INJECION_DATA : [556, 'Руслан', 'Фёдоров', 'Челябинск', '2024-06-17', '11:04:06']
SQL_INJECION_DATA : [557, 'Руслан', 'Андреев', 'Екатеринбург', '2024-06-07', '19:16:27']
SQL_INJECION_DATA : [558, 'Константин', 'Николаев', 'Омск', '2024-06-19', '16:32:37']
SQL_INJECION_DATA : [559, 'Константин', 'Яковлев', 'Уфа', '2024-06-11', '14:33:40']
SQL_INJECION_DATA : [560, 'Владимир', 'Григорьев', 'Волгоград', '2024-06-12', '17:34:51']
SQL_INJECION_DATA : [561, 'Борис', 'Орлов', 'Томск', '2024-06-08', '14:21:04']
SQL_INJECION_DATA : [562, 'Григорий', 'Никитин', 'Ижевск', '2024-06-03', '20:26:13']
SQL_INJECION_DATA : [563, 'Алексей', 'Фёдоров', 'Ростов-на-Дону', '2024-06-05', '15:41:24']
SQL_INJECION_DATA : [564, 'Олег', 'Михайлов', 'Санкт-Петербург', '2024-06-20', '12:20:17']
SQL_INJECION_DATA : [565, 'Алексей', 'Васильев', 'Хабаровск', '2024-06-11', '15:44:53']
SQL_INJECION_DATA : [566, 'Алексей', 'Николаев', 'Санкт-Петербург', '2024-06-20', '13:32:03']
SQL_INJECION_DATA : [567, 'Станислав', 'Орлов', 'Новосибирск', '2024-06-10', '18:26:31']
SQL_INJECION_DATA : [568, 'Борис', 'Новиков', 'Новосибирск', '2024-06-05', '10:21:45']
SQL_INJECION_DATA : [569, 'Артём', 'Новиков', 'Челябинск', '2024-06-06', '11:40:28']
SQL_INJECION_DATA : [570, 'Антон', 'Андреев', 'Самара', '2024-06-07', '13:54:35']
SQL_INJECION_DATA : [571, 'Олег', 'Павлов', 'Челябинск', '2024-06-17', '19:24:42']
SQL_INJECION_DATA : [572, 'Вадим', 'Фёдоров', 'Ульяновск', '2024-06-05', '19:59:33']
SQL_INJECION_DATA : [573, 'Михаил', 'Захаров', 'Ярославль', '2024-06-11', '16:06:21']
SQL_INJECION_DATA : [574, 'Вадим', 'Григорьев', 'Челябинск', '2024-06-10', '15:50:09']
SQL_INJECION_DATA : [575, 'Михаил', 'Павлов', 'Уфа', '2024-06-07', '10:16:21']
SQL_INJECION_DATA : [576, 'Никита', 'Егоров', 'Иркутск', '2024-06-11', '17:37:00']
SQL_INJECION_DATA : [577, 'Руслан', 'Степанов', 'Воронеж', '2024-06-16', '18:41:44']
SQL_INJECION_DATA : [578, 'Егор', 'Борисов', 'Казань', '2024-06-08', '11:28:36']
SQL_INJECION_DATA : [579, 'Владимир', 'Васильев', 'Челябинск', '2024-06-05', '14:14:22']
SQL_INJECION_DATA : [580, 'Кирилл', 'Лебедев', 'Волгоград', '2024-06-08', '17:55:17']
SQL_INJECION_DATA : [581, 'Олег', 'Зайцев', 'Томск', '2024-06-05', '15:55:09']
SQL_INJECION_DATA : [582, 'Михаил', 'Волков', 'Пермь', '2024-06-03', '14:45:37']
SQL_INJECION_DATA : [583, 'Павел', 'Зайцев', 'Рязань', '2024-06-15', '11:32:34']
SQL_INJECION_DATA : [584, 'Юрий', 'Зайцев', 'Омск', '2024-06-09', '11:19:22']
SQL_INJECION_DATA : [585, 'Андрей', 'Орлов', 'Ульяновск', '2024-06-09', '10:50:11']
SQL_INJECION_DATA : [586, 'Антон', 'Захаров', 'Тюмень', '2024-06-12', '16:00:53']
SQL_INJECION_DATA : [587, 'Вадим', 'Борисов', 'Махачкала', '2024-06-13', '20:21:53']
SQL_INJECION_DATA : [588, 'Григорий', 'Алексеев', 'Пермь', '2024-06-10', '17:39:40']
SQL_INJECION_DATA : [589, 'Илья', 'Смирнов', 'Хабаровск', '2024-06-16', '20:24:41']
SQL_INJECION_DATA : [590, 'Илья', 'Борисов', 'Краснодар', '2024-06-12', '14:24:34']
SQL_INJECION_DATA : [591, 'Кирилл', 'Васильев', 'Казань', '2024-06-18', '12:13:04']
SQL_INJECION_DATA : [592, 'Фёдор', 'Борисов', 'Новокузнецк', '2024-06-18', '14:25:53']
SQL_INJECION_DATA : [593, 'Вадим', 'Макаров', 'Челябинск', '2024-06-15', '10:09:00']
SQL_INJECION_DATA : [594, 'Борис', 'Морозов', 'Уфа', '2024-06-09', '20:25:42']
SQL_INJECION_DATA : [595, 'Борис', 'Захаров', 'Пермь', '2024-06-09', '11:19:00']
SQL_INJECION_DATA : [596, 'Григорий', 'Семенов', 'Ижевск', '2024-06-03', '10:55:09']
SQL_INJECION_DATA : [597, 'Дмитрий', 'Степанов', 'Тюмень', '2024-06-04', '19:57:22']
SQL_INJECION_DATA : [598, 'Иван', 'Борисов', 'Омск', '2024-06-03', '10:34:11']
SQL_INJECION_DATA : [599, 'Иван', 'Михайлов', 'Новосибирск', '2024-06-07', '16:49:53']
SQL_INJECION_DATA : [600, 'Борис', 'Макаров', 'Красноярск', '2024-06-12', '15:00:24']
SQL_INJECION_DATA : [601, 'Никита', 'Кузнецов', 'Челябинск', '2024-06-16', '19:47:10']
SQL_INJECION_DATA : [602, 'Кирилл', 'Макаров', 'Оренбург', '2024-06-09', '14:12:51']
SQL_INJECION_DATA : [603, 'Константин', 'Семенов', 'Воронеж', '2024-06-18', '20:42:40']
SQL_INJECION_DATA : [604, 'Алексей', 'Борисов', 'Омск', '2024-06-10', '20:16:03']
SQL_INJECION_DATA : [605, 'Дмитрий', 'Степанов', 'Ульяновск', '2024-06-12', '10:11:47']
SQL_INJECION_DATA : [606, 'Тимофей', 'Смирнов', 'Казань', '2024-06-13', '13:03:24']
SQL_INJECION_DATA : [607, 'Антон', 'Николаев', 'Тюмень', '2024-06-08', '18:49:13']
SQL_INJECION_DATA : [608, 'Никита', 'Смирнов', 'Санкт-Петербург', '2024-06-20', '19:37:02']
SQL_INJECION_DATA : [609, 'Григорий', 'Макаров', 'Владивосток', '2024-06-12', '15:04:21']
SQL_INJECION_DATA : [610, 'Илья', 'Николаев', 'Новокузнецк', '2024-06-17', '17:40:05']
SQL_INJECION_DATA : [611, 'Владислав', 'Михайлов', 'Ростов-на-Дону', '2024-06-15', '17:31:59']
SQL_INJECION_DATA : [612, 'Павел', 'Григорьев', 'Челябинск', '2024-06-03', '10:53:43']
SQL_INJECION_DATA : [613, 'Кирилл', 'Семенов', 'Казань', '2024-06-19', '20:27:21']
SQL_INJECION_DATA : [614, 'Михаил', 'Макаров', 'Барнаул', '2024-06-06', '16:11:55']
SQL_INJECION_DATA : [615, 'Олег', 'Кузнецов', 'Оренбург', '2024-06-19', '19:31:11']
SQL_INJECION_DATA : [616, 'Станислав', 'Павлов', 'Ярославль', '2024-06-16', '20:06:53']
SQL_INJECION_DATA : [617, 'Виктор', 'Новиков', 'Екатеринбург', '2024-06-15', '20:29:40']
SQL_INJECION_DATA : [618, 'Александр', 'Козлов', 'Ульяновск', '2024-06-13', '16:50:52']
SQL_INJECION_DATA : [619, 'Тимофей', 'Козлов', 'Краснодар', '2024-06-17', '19:18:15']
SQL_INJECION_DATA : [620, 'Антон', 'Орлов', 'Рязань', '2024-06-17', '20:29:23']
SQL_INJECION_DATA : [621, 'Роман', 'Соколов', 'Казань', '2024-06-12', '18:06:18']
SQL_INJECION_DATA : [622, 'Иван', 'Смирнов', 'Кемерово', '2024-06-13', '13:14:11']
SQL_INJECION_DATA : [623, 'Григорий', 'Михайлов', 'Санкт-Петербург', '2024-06-06', '17:21:39']
SQL_INJECION_DATA : [624, 'Руслан', 'Захаров', 'Ижевск', '2024-06-03', '11:44:42']
SQL_INJECION_DATA : [625, 'Иван', 'Егоров', 'Челябинск', '2024-06-11', '18:29:03']
SQL_INJECION_DATA : [626, 'Борис', 'Николаев', 'Екатеринбург', '2024-06-11', '13:12:22']
SQL_INJECION_DATA : [627, 'Вадим', 'Яковлев', 'Махачкала', '2024-06-09', '20:18:23']
SQL_INJECION_DATA : [628, 'Николай', 'Новиков', 'Екатеринбург', '2024-06-14', '16:02:12']
SQL_INJECION_DATA : [629, 'Александр', 'Макаров', 'Рязань', '2024-06-14', '20:04:52']
SQL_INJECION_DATA : [630, 'Андрей', 'Никитин', 'Екатеринбург', '2024-06-15', '15:22:35']
SQL_INJECION_DATA : [631, 'Андрей', 'Смирнов', 'Екатеринбург', '2024-06-08', '20:19:57']
SQL_INJECION_DATA : [632, 'Михаил', 'Семенов', 'Ярославль', '2024-06-05', '12:39:50']
SQL_INJECION_DATA : [633, 'Григорий', 'Морозов', 'Иркутск', '2024-06-12', '18:07:11']
SQL_INJECION_DATA : [634, 'Юрий', 'Семенов', 'Самара', '2024-06-08', '19:29:15']
SQL_INJECION_DATA : [635, 'Александр', 'Захаров', 'Новосибирск', '2024-06-08', '19:05:51']
SQL_INJECION_DATA : [636, 'Максим', 'Яковлев', 'Уфа', '2024-06-12', '14:55:03']
SQL_INJECION_DATA : [637, 'Олег', 'Андреев', 'Москва', '2024-06-19', '17:21:35']
SQL_INJECION_DATA : [638, 'Станислав', 'Алексеев', 'Омск', '2024-06-07', '15:59:10']
SQL_INJECION_DATA : [639, 'Юрий', 'Егоров', 'Тюмень', '2024-06-09', '15:36:59']
SQL_INJECION_DATA : [640, 'Егор', 'Яковлев', 'Красноярск', '2024-06-06', '20:07:27']
SQL_INJECION_DATA : [641, 'Антон', 'Новиков', 'Ульяновск', '2024-06-20', '16:43:24']
SQL_INJECION_DATA : [642, 'Тимофей', 'Егоров', 'Москва', '2024-06-14', '19:20:52']
SQL_INJECION_DATA : [643, 'Никита', 'Никитин', 'Москва', '2024-06-05', '18:43:29']
SQL_INJECION_DATA : [644, 'Вадим', 'Орлов', 'Красноярск', '2024-06-19', '14:42:39']
SQL_INJECION_DATA : [645, 'Константин', 'Яковлев', 'Оренбург', '2024-06-17', '10:19:46']
SQL_INJECION_DATA : [646, 'Тимофей', 'Андреев', 'Томск', '2024-06-13', '17:11:01']
SQL_INJECION_DATA : [647, 'Николай', 'Егоров', 'Воронеж', '2024-06-19', '20:27:20']
SQL_INJECION_DATA : [648, 'Алексей', 'Григорьев', 'Томск', '2024-06-10', '16:57:34']
SQL_INJECION_DATA : [649, 'Андрей', 'Яковлев', 'Краснодар', '2024-06-17', '19:45:30']
SQL_INJECION_DATA : [650, 'Фёдор', 'Фёдоров', 'Махачкала', '2024-06-10', '18:25:49']
SQL_INJECION_DATA : [651, 'Олег', 'Никитин', 'Екатеринбург', '2024-06-12', '11:27:47']
SQL_INJECION_DATA : [652, 'Руслан', 'Зайцев', 'Екатеринбург', '2024-06-09', '15:44:12']
SQL_INJECION_DATA : [653, 'Константин', 'Макаров', 'Новосибирск', '2024-06-10', '13:59:00']
SQL_INJECION_DATA : [654, 'Виктор', 'Зайцев', 'Омск', '2024-06-08', '18:08:45']
SQL_INJECION_DATA : [655, 'Борис', 'Алексеев', 'Воронеж', '2024-06-09', '11:38:07']
SQL_INJECION_DATA : [656, 'Николай', 'Волков', 'Москва', '2024-06-06', '18:21:39']
SQL_INJECION_DATA : [657, 'Фёдор', 'Волков', 'Ульяновск', '2024-06-06', '11:28:20']
SQL_INJECION_DATA : [658, 'Тимофей', 'Попов', 'Омск', '2024-06-18', '18:07:08']
SQL_INJECION_DATA : [659, 'Фёдор', 'Борисов', 'Уфа', '2024-06-15', '14:48:05']
SQL_INJECION_DATA : [660, 'Фёдор', 'Степанов', 'Новокузнецк', '2024-06-13', '18:52:08']
SQL_INJECION_DATA : [661, 'Виктор', 'Зайцев', 'Омск', '2024-06-11', '15:14:45']
SQL_INJECION_DATA : [662, 'Никита', 'Борисов', 'Челябинск', '2024-06-12', '12:03:25']
SQL_INJECION_DATA : [663, 'Константин', 'Морозов', 'Екатеринбург', '2024-06-07', '18:50:06']
SQL_INJECION_DATA : [664, 'Павел', 'Кузнецов', 'Омск', '2024-06-07', '15:10:45']
SQL_INJECION_DATA : [665, 'Никита', 'Морозов', 'Омск', '2024-06-17', '13:00:52']
SQL_INJECION_DATA : [666, 'Михаил', 'Орлов', 'Омск', '2024-06-03', '13:34:21']
SQL_INJECION_DATA : [667, 'Роман', 'Волков', 'Ижевск', '2024-06-03', '15:42:38']
SQL_INJECION_DATA : [668, 'Григорий', 'Павлов', 'Кемерово', '2024-06-16', '20:36:23']
SQL_INJECION_DATA : [669, 'Фёдор', 'Андреев', 'Самара', '2024-06-06', '14:40:50']
SQL_INJECION_DATA : [670, 'Михаил', 'Соловьёв', 'Волгоград', '2024-06-13', '10:04:26']
SQL_INJECION_DATA : [671, 'Артём', 'Смирнов', 'Челябинск', '2024-06-18', '18:08:31']
SQL_INJECION_DATA : [672, 'Дмитрий', 'Волков', 'Казань', '2024-06-15', '14:15:04']
SQL_INJECION_DATA : [673, 'Александр', 'Егоров', 'Рязань', '2024-06-13', '10:08:07']
SQL_INJECION_DATA : [674, 'Дмитрий', 'Морозов', 'Томск', '2024-06-20', '20:11:46']
SQL_INJECION_DATA : [675, 'Григорий', 'Новиков', 'Екатеринбург', '2024-06-10', '11:48:00']
SQL_INJECION_DATA : [676, 'Никита', 'Фёдоров', 'Иркутск', '2024-06-20', '19:07:40']
SQL_INJECION_DATA : [677, 'Павел', 'Петров', 'Екатеринбург', '2024-06-16', '10:00:01']
SQL_INJECION_DATA : [678, 'Владимир', 'Орлов', 'Казань', '2024-06-11', '11:11:10']
SQL_INJECION_DATA : [679, 'Константин', 'Орлов', 'Казань', '2024-06-07', '14:34:29']
SQL_INJECION_DATA : [680, 'Кирилл', 'Степанов', 'Ростов-на-Дону', '2024-06-18', '20:07:42']
SQL_INJECION_DATA : [681, 'Константин', 'Зайцев', 'Томск', '2024-06-11', '19:32:38']
SQL_INJECION_DATA : [682, 'Владимир', 'Никитин', 'Нижний Новгород', '2024-06-18', '11:56:55']
SQL_INJECION_DATA : [683, 'Иван', 'Григорьев', 'Ростов-на-Дону', '2024-06-13', '12:27:16']
SQL_INJECION_DATA : [684, 'Руслан', 'Орлов', 'Краснодар', '2024-06-15', '19:23:55']
SQL_INJECION_DATA : [685, 'Борис', 'Васильев', 'Омск', '2024-06-09', '19:49:26']
SQL_INJECION_DATA : [686, 'Никита', 'Лебедев', 'Иркутск', '2024-06-11', '10:43:51']
SQL_INJECION_DATA : [687, 'Артём', 'Алексеев', 'Оренбург', '2024-06-14', '15:17:18']
SQL_INJECION_DATA : [688, 'Кирилл', 'Волков', 'Барнаул', '2024-06-17', '11:39:58']
SQL_INJECION_DATA : [689, 'Илья', 'Фёдоров', 'Томск', '2024-06-08', '19:34:58']
SQL_INJECION_DATA : [690, 'Сергей', 'Морозов', 'Ростов-на-Дону', '2024-06-16', '15:36:30']
SQL_INJECION_DATA : [691, 'Михаил', 'Лебедев', 'Самара', '2024-06-19', '10:31:08']
SQL_INJECION_DATA : [692, 'Фёдор', 'Захаров', 'Краснодар', '2024-06-20', '20:18:02']
SQL_INJECION_DATA : [693, 'Владислав', 'Кузнецов', 'Иркутск', '2024-06-03', '10:09:56']
SQL_INJECION_DATA : [694, 'Григорий', 'Степанов', 'Новокузнецк', '2024-06-13', '10:37:12']
SQL_INJECION_DATA : [695, 'Константин', 'Андреев', 'Ярославль', '2024-06-09', '18:53:06']
SQL_INJECION_DATA : [696, 'Илья', 'Фёдоров', 'Ижевск', '2024-06-11', '17:59:19']
SQL_INJECION_DATA : [697, 'Дмитрий', 'Николаев', 'Томск', '2024-06-07', '15:23:45']
SQL_INJECION_DATA : [698, 'Антон', 'Фёдоров', 'Санкт-Петербург', '2024-06-14', '18:33:36']
SQL_INJECION_DATA : [699, 'Владислав', 'Волков', 'Хабаровск', '2024-06-07', '15:58:22']
SQL_INJECION_DATA : [700, 'Роман', 'Орлов', 'Ижевск', '2024-06-05', '15:40:47']
SQL_INJECION_DATA : [701, 'Владислав', 'Козлов', 'Краснодар', '2024-06-05', '10:03:57']
SQL_INJECION_DATA : [702, 'Дмитрий', 'Орлов', 'Оренбург', '2024-06-08', '12:21:22']
SQL_INJECION_DATA : [703, 'Виктор', 'Андреев', 'Иркутск', '2024-06-07', '14:49:59']
SQL_INJECION_DATA : [704, 'Никита', 'Макаров', 'Барнаул', '2024-06-13', '19:48:08']
SQL_INJECION_DATA : [705, 'Николай', 'Фёдоров', 'Хабаровск', '2024-06-14', '10:51:19']
SQL_INJECION_DATA : [706, 'Егор', 'Семенов', 'Рязань', '2024-06-06', '14:09:22']
SQL_INJECION_DATA : [707, 'Вадим', 'Попов', 'Воронеж', '2024-06-12', '20:15:59']
SQL_INJECION_DATA : [708, 'Владислав', 'Орлов', 'Краснодар', '2024-06-12', '20:19:06']
SQL_INJECION_DATA : [709, 'Михаил', 'Борисов', 'Самара', '2024-06-10', '10:04:17']
SQL_INJECION_DATA : [710, 'Алексей', 'Морозов', 'Рязань', '2024-06-14', '18:26:52']
SQL_INJECION_DATA : [711, 'Константин', 'Новиков', 'Махачкала', '2024-06-11', '16:12:16']
SQL_INJECION_DATA : [712, 'Григорий', 'Орлов', 'Екатеринбург', '2024-06-05', '19:05:57']
SQL_INJECION_DATA : [713, 'Константин', 'Орлов', 'Новокузнецк', '2024-06-11', '17:42:16']
SQL_INJECION_DATA : [714, 'Артём', 'Соколов', 'Ульяновск', '2024-06-18', '18:15:48']
SQL_INJECION_DATA : [715, 'Алексей', 'Никитин', 'Иркутск', '2024-06-15', '15:30:01']
SQL_INJECION_DATA : [716, 'Андрей', 'Степанов', 'Пермь', '2024-06-08', '14:02:39']
SQL_INJECION_DATA : [717, 'Владислав', 'Андреев', 'Ижевск', '2024-06-11', '20:29:22']
SQL_INJECION_DATA : [718, 'Дмитрий', 'Соловьёв', 'Оренбург', '2024-06-18', '19:37:41']
SQL_INJECION_DATA : [719, 'Сергей', 'Макаров', 'Тюмень', '2024-06-20', '19:04:57']
SQL_INJECION_DATA : [720, 'Павел', 'Морозов', 'Ростов-на-Дону', '2024-06-05', '18:18:45']
SQL_INJECION_DATA : [721, 'Максим', 'Павлов', 'Нижний Новгород', '2024-06-13', '13:59:12']
SQL_INJECION_DATA : [722, 'Кирилл', 'Борисов', 'Москва', '2024-06-12', '15:20:28']
SQL_INJECION_DATA : [723, 'Михаил', 'Попов', 'Владивосток', '2024-06-06', '16:33:17']
SQL_INJECION_DATA : [724, 'Юрий', 'Соловьёв', 'Самара', '2024-06-12', '15:12:51']
SQL_INJECION_DATA : [725, 'Александр', 'Макаров', 'Нижний Новгород', '2024-06-15', '19:37:41']
SQL_INJECION_DATA : [726, 'Руслан', 'Макаров', 'Краснодар', '2024-06-15', '13:15:12']
SQL_INJECION_DATA : [727, 'Олег', 'Борисов', 'Тюмень', '2024-06-11', '12:29:19']
SQL_INJECION_DATA : [728, 'Константин', 'Соловьёв', 'Тюмень', '2024-06-14', '13:36:50']
SQL_INJECION_DATA : [729, 'Андрей', 'Семенов', 'Тюмень', '2024-06-16', '19:50:30']
SQL_INJECION_DATA : [730, 'Павел', 'Николаев', 'Кемерово', '2024-06-10', '19:05:56']
SQL_INJECION_DATA : [731, 'Тимофей', 'Козлов', 'Омск', '2024-06-04', '16:50:10']
SQL_INJECION_DATA : [732, 'Павел', 'Лебедев', 'Тюмень', '2024-06-15', '16:04:10']
SQL_INJECION_DATA : [733, 'Борис', 'Морозов', 'Оренбург', '2024-06-20', '14:04:12']
SQL_INJECION_DATA : [734, 'Иван', 'Михайлов', 'Ижевск', '2024-06-18', '20:27:41']
SQL_INJECION_DATA : [735, 'Михаил', 'Андреев', 'Санкт-Петербург', '2024-06-04', '18:25:55']
SQL_INJECION_DATA : [736, 'Григорий', 'Семенов', 'Ростов-на-Дону', '2024-06-18', '18:25:46']
SQL_INJECION_DATA : [737, 'Иван', 'Захаров', 'Оренбург', '2024-06-06', '16:38:42']
SQL_INJECION_DATA : [738, 'Юрий', 'Григорьев', 'Воронеж', '2024-06-09', '11:21:13']
SQL_INJECION_DATA : [739, 'Алексей', 'Попов', 'Санкт-Петербург', '2024-06-15', '17:21:18']
SQL_INJECION_DATA : [740, 'Артём', 'Кузнецов', 'Самара', '2024-06-20', '18:33:57']
SQL_INJECION_DATA : [741, 'Александр', 'Лебедев', 'Кемерово', '2024-06-19', '20:51:37']
SQL_INJECION_DATA : [742, 'Борис', 'Макаров', 'Владивосток', '2024-06-10', '19:05:22']
SQL_INJECION_DATA : [743, 'Никита', 'Зайцев', 'Оренбург', '2024-06-06', '17:29:03']
SQL_INJECION_DATA : [744, 'Михаил', 'Егоров', 'Ростов-на-Дону', '2024-06-18', '15:30:52']
SQL_INJECION_DATA : [745, 'Виктор', 'Павлов', 'Казань', '2024-06-18', '13:06:08']
SQL_INJECION_DATA : [746, 'Николай', 'Николаев', 'Красноярск', '2024-06-05', '20:22:01']
SQL_INJECION_DATA : [747, 'Дмитрий', 'Попов', 'Краснодар', '2024-06-08', '16:41:31']
SQL_INJECION_DATA : [748, 'Юрий', 'Волков', 'Краснодар', '2024-06-17', '14:55:21']
SQL_INJECION_DATA : [749, 'Станислав', 'Васильев', 'Ижевск', '2024-06-17', '19:52:40']
SQL_INJECION_DATA : [750, 'Илья', 'Кузнецов', 'Краснодар', '2024-06-16', '18:23:42']
SQL_INJECION_DATA : [751, 'Тимофей', 'Павлов', 'Волгоград', '2024-06-19', '10:00:16']
SQL_INJECION_DATA : [752, 'Станислав', 'Смирнов', 'Ростов-на-Дону', '2024-06-12', '10:58:25']
SQL_INJECION_DATA : [753, 'Максим', 'Григорьев', 'Пермь', '2024-06-12', '19:41:24']
SQL_INJECION_DATA : [754, 'Фёдор', 'Николаев', 'Казань', '2024-06-07', '11:58:13']
SQL_INJECION_DATA : [755, 'Владислав', 'Козлов', 'Челябинск', '2024-06-17', '11:53:02']
SQL_INJECION_DATA : [756, 'Роман', 'Макаров', 'Новосибирск', '2024-06-12', '15:47:45']
SQL_INJECION_DATA : [757, 'Александр', 'Никитин', 'Новокузнецк', '2024-06-10', '10:41:44']
SQL_INJECION_DATA : [758, 'Фёдор', 'Макаров', 'Владивосток', '2024-06-07', '17:11:56']
SQL_INJECION_DATA : [759, 'Сергей', 'Степанов', 'Томск', '2024-06-20', '17:47:26']
SQL_INJECION_DATA : [760, 'Егор', 'Григорьев', 'Санкт-Петербург', '2024-06-13', '14:03:15']
SQL_INJECION_DATA : [761, 'Павел', 'Орлов', 'Москва', '2024-06-11', '13:32:27']
SQL_INJECION_DATA : [762, 'Борис', 'Семенов', 'Красноярск', '2024-06-17', '17:36:39']
SQL_INJECION_DATA : [763, 'Григорий', 'Васильев', 'Санкт-Петербург', '2024-06-06', '17:46:53']
SQL_INJECION_DATA : [764, 'Николай', 'Григорьев', 'Махачкала', '2024-06-03', '11:45:49']
SQL_INJECION_DATA : [765, 'Владислав', 'Соколов', 'Санкт-Петербург', '2024-06-05', '12:08:40']
SQL_INJECION_DATA : [766, 'Фёдор', 'Новиков', 'Екатеринбург', '2024-06-07', '12:13:25']
SQL_INJECION_DATA : [767, 'Егор', 'Козлов', 'Иркутск', '2024-06-20', '16:57:20']
SQL_INJECION_DATA : [768, 'Роман', 'Григорьев', 'Санкт-Петербург', '2024-06-14', '18:54:33']
SQL_INJECION_DATA : [769, 'Дмитрий', 'Егоров', 'Нижний Новгород', '2024-06-08', '11:12:23']
